====================================================================================
NaSto
Fractional-step RK3 with projection
====================================================================================
nx              =      128
ny              =       64
dx              =   1.5625E-02
dy              =   1.5625E-02
dt              =   1.0000E-03
nu              =   1.0000E-06
rho             =   1.0000E+00
time            =   0.0000E+00
time_end        =   2.0000E+01
istep           =        0
nsteps          =    20000
log_every       =        1
restart_every   =      100
vtk_every       =      100
ascii_every     =      100
poisson_maxit   =     5000
poisson_tol     =   1.0000E-06
use_restart     = F
restart_file    = ./data/field_000000.bin
out_dir         = ./data
====================================================================================
------------------------------------------------------------------------------------------------
   It        time        div*     div_corr    CFL_adv   CFL_diff   p_conv   p_iter     p_res
   272   2.720E-01   1.317E-06   5.743E-12   6.44E-02   8.19E-06       T     222   8.995E-07
   273   2.730E-01   1.323E-06   5.549E-12   6.44E-02   8.19E-06       T     221   8.652E-07
   274   2.740E-01   1.330E-06   8.586E-12   6.44E-02   8.19E-06       T     224   8.927E-07
   275   2.750E-01   1.337E-06   4.884E-12   6.44E-02   8.19E-06       T     222   8.480E-07
   276   2.760E-01   1.343E-06   6.080E-12   6.44E-02   8.19E-06       T     223   7.535E-07
   277   2.770E-01   1.350E-06   7.420E-12   6.44E-02   8.19E-06       T     220   7.839E-07
   278   2.780E-01   1.357E-06   6.031E-12   6.44E-02   8.19E-06       T     218   9.183E-07
   279   2.790E-01   1.364E-06   4.712E-12   6.44E-02   8.19E-06       T     220   7.177E-07
   280   2.800E-01   1.371E-06   8.442E-12   6.44E-02   8.19E-06       T     225   9.503E-07
   281   2.810E-01   1.377E-06   1.432E-11   6.44E-02   8.19E-06       T     207   8.772E-07
   282   2.820E-01   1.384E-06   2.622E-12   6.44E-02   8.19E-06       T     219   1.976E-07
   283   2.830E-01   1.391E-06   7.216E-12   6.44E-02   8.19E-06       T     224   9.210E-07
   284   2.840E-01   1.398E-06   9.293E-12   6.44E-02   8.19E-06       T     222   9.971E-07
   285   2.850E-01   1.405E-06   4.614E-12   6.44E-02   8.19E-06       T     223   5.754E-07
   286   2.860E-01   1.412E-06   9.283E-12   6.44E-02   8.19E-06       T     226   9.632E-07
   287   2.870E-01   1.419E-06   8.352E-13   6.44E-02   8.19E-06       T     225   5.892E-08
   288   2.880E-01   1.426E-06   3.804E-12   6.44E-02   8.19E-06       T     225   6.936E-07
   289   2.890E-01   1.433E-06   4.653E-12   6.44E-02   8.19E-06       T     222   8.051E-07
   290   2.900E-01   1.440E-06   4.392E-12   6.44E-02   8.19E-06       T     225   5.991E-07
   291   2.910E-01   1.447E-06   8.684E-12   6.44E-02   8.19E-06       T     224   9.746E-07
   292   2.920E-01   1.454E-06   7.590E-12   6.44E-02   8.19E-06       T     227   7.562E-07
   293   2.930E-01   1.462E-06   8.400E-12   6.44E-02   8.19E-06       T     212   7.102E-07
   294   2.940E-01   1.469E-06   5.193E-12   6.44E-02   8.19E-06       T     227   5.842E-07
   295   2.950E-01   1.476E-06   4.822E-12   6.44E-02   8.19E-06       T     222   7.265E-07
   296   2.960E-01   1.483E-06   4.986E-12   6.44E-02   8.19E-06       T     223   9.612E-07
   297   2.970E-01   1.490E-06   9.269E-12   6.44E-02   8.19E-06       T     224   8.324E-07
   298   2.980E-01   1.498E-06   5.562E-12   6.44E-02   8.19E-06       T     221   3.981E-07
   299   2.990E-01   1.505E-06   5.451E-12   6.44E-02   8.19E-06       T     224   5.366E-07
------------------------------------------------------------------------------------------------
   It        time        div*     div_corr    CFL_adv   CFL_diff   p_conv   p_iter     p_res
------------------------------------------------------------------------------------------------
   300   3.000E-01   1.512E-06   6.663E-12   6.44E-02   8.19E-06       T     225   9.745E-07
   301   3.010E-01   1.520E-06   4.319E-12   6.44E-02   8.19E-06       T     223   2.532E-07
   302   3.020E-01   1.527E-06   6.828E-12   6.45E-02   8.19E-06       T     224   9.349E-07
   303   3.030E-01   1.535E-06   5.625E-12   6.45E-02   8.19E-06       T     220   9.444E-07
   304   3.040E-01   1.542E-06   3.893E-12   6.45E-02   8.19E-06       T     224   6.411E-07
   305   3.050E-01   1.550E-06   1.019E-11   6.45E-02   8.19E-06       T     226   9.710E-07
   306   3.060E-01   1.557E-06   8.462E-12   6.45E-02   8.19E-06       T     222   8.948E-07
   307   3.070E-01   1.565E-06   5.192E-12   6.45E-02   8.19E-06       T     226   6.994E-07
   308   3.080E-01   1.572E-06   7.445E-12   6.45E-02   8.19E-06       T     225   9.370E-07
   309   3.090E-01   1.580E-06   5.352E-12   6.45E-02   8.19E-06       T     224   9.597E-07
   310   3.100E-01   1.587E-06   7.337E-12   6.45E-02   8.19E-06       T     224   8.224E-07
   311   3.110E-01   1.595E-06   6.234E-12   6.45E-02   8.19E-06       T     224   7.086E-07
   312   3.120E-01   1.603E-06   5.697E-12   6.45E-02   8.19E-06       T     222   9.738E-07
   313   3.130E-01   1.610E-06   9.122E-12   6.45E-02   8.19E-06       T     226   9.656E-07
   314   3.140E-01   1.618E-06   6.096E-12   6.45E-02   8.19E-06       T     221   9.271E-07
   315   3.150E-01   1.626E-06   1.121E-12   6.45E-02   8.19E-06       T     221   1.898E-07
   316   3.160E-01   1.634E-06   3.653E-12   6.45E-02   8.19E-06       T     222   6.586E-07
   317   3.170E-01   1.641E-06   5.129E-12   6.45E-02   8.19E-06       T     224   5.244E-07
   318   3.180E-01   1.649E-06   8.896E-12   6.45E-02   8.19E-06       T     226   9.637E-07
   319   3.190E-01   1.657E-06   4.893E-12   6.45E-02   8.19E-06       T     224   8.705E-07
   320   3.200E-01   1.665E-06   1.054E-11   6.45E-02   8.19E-06       T     224   9.827E-07
   321   3.210E-01   1.673E-06   2.067E-12   6.45E-02   8.19E-06       T     218   2.823E-07
   322   3.220E-01   1.681E-06   3.497E-12   6.45E-02   8.19E-06       T     220   4.484E-07
   323   3.230E-01   1.689E-06   5.307E-12   6.45E-02   8.19E-06       T     226   7.937E-07
   324   3.240E-01   1.697E-06   5.934E-12   6.45E-02   8.19E-06       T     236   5.568E-07
   325   3.250E-01   1.705E-06   1.168E-11   6.45E-02   8.19E-06       T     223   9.538E-07
   326   3.260E-01   1.713E-06   6.677E-12   6.45E-02   8.19E-06       T     226   7.308E-07
   327   3.270E-01   1.721E-06   4.607E-12   6.45E-02   8.19E-06       T     224   8.739E-07
   328   3.280E-01   1.729E-06   8.253E-12   6.45E-02   8.19E-06       T     224   9.313E-07
   329   3.290E-01   1.738E-06   7.776E-12   6.45E-02   8.19E-06       T     215   9.669E-07
   330   3.300E-01   1.746E-06   3.546E-12   6.45E-02   8.19E-06       T     222   7.577E-07
   331   3.310E-01   1.754E-06   4.692E-12   6.45E-02   8.19E-06       T     225   9.184E-07
   332   3.320E-01   1.762E-06   5.004E-12   6.45E-02   8.19E-06       T     222   7.890E-07
   333   3.330E-01   1.771E-06   7.726E-12   6.45E-02   8.19E-06       T     227   8.721E-07
   334   3.340E-01   1.779E-06   8.726E-12   6.45E-02   8.19E-06       T     226   9.444E-07
   335   3.350E-01   1.787E-06   9.078E-12   6.45E-02   8.19E-06       T     226   9.938E-07
   336   3.360E-01   1.796E-06   4.346E-12   6.45E-02   8.19E-06       T     225   8.277E-07
   337   3.370E-01   1.804E-06   2.241E-12   6.45E-02   8.19E-06       T     222   2.432E-07
   338   3.380E-01   1.813E-06   8.024E-12   6.45E-02   8.19E-06       T     230   8.661E-07
   339   3.390E-01   1.821E-06   7.147E-12   6.45E-02   8.19E-06       T     224   9.060E-07
   340   3.400E-01   1.830E-06   1.207E-11   6.45E-02   8.19E-06       T     226   7.921E-07
   341   3.410E-01   1.838E-06   6.923E-12   6.45E-02   8.19E-06       T     225   9.208E-07
   342   3.420E-01   1.847E-06   9.985E-12   6.45E-02   8.19E-06       T     218   8.018E-07
   343   3.430E-01   1.855E-06   7.941E-12   6.45E-02   8.19E-06       T     226   9.547E-07
   344   3.440E-01   1.864E-06   4.531E-12   6.45E-02   8.19E-06       T     225   7.386E-07
   345   3.450E-01   1.873E-06   4.283E-12   6.45E-02   8.19E-06       T     225   7.484E-07
   346   3.460E-01   1.882E-06   6.324E-12   6.45E-02   8.19E-06       T     222   6.558E-07
   347   3.470E-01   1.890E-06   5.445E-12   6.45E-02   8.19E-06       T     223   9.003E-07
   348   3.480E-01   1.899E-06   5.007E-12   6.46E-02   8.19E-06       T     227   5.194E-07
   349   3.490E-01   1.908E-06   6.424E-12   6.46E-02   8.19E-06       T     229   6.685E-07
------------------------------------------------------------------------------------------------
   It        time        div*     div_corr    CFL_adv   CFL_diff   p_conv   p_iter     p_res
------------------------------------------------------------------------------------------------
   350   3.500E-01   1.917E-06   5.394E-12   6.46E-02   8.19E-06       T     223   8.027E-07
   351   3.510E-01   1.926E-06   7.539E-12   6.46E-02   8.19E-06       T     226   7.850E-07
   352   3.520E-01   1.935E-06   7.953E-12   6.46E-02   8.19E-06       T     226   8.958E-07
   353   3.530E-01   1.944E-06   6.299E-12   6.46E-02   8.19E-06       T     225   9.912E-07
   354   3.540E-01   1.953E-06   6.436E-12   6.46E-02   8.19E-06       T     227   8.958E-07
   355   3.550E-01   1.962E-06   4.846E-12   6.46E-02   8.19E-06       T     225   8.154E-07
   356   3.560E-01   1.971E-06   8.602E-12   6.46E-02   8.19E-06       T     225   9.351E-07
   357   3.570E-01   1.980E-06   5.380E-12   6.46E-02   8.19E-06       T     223   9.095E-07
   358   3.580E-01   1.989E-06   5.900E-12   6.46E-02   8.19E-06       T     221   6.072E-07
   359   3.590E-01   1.999E-06   5.684E-12   6.46E-02   8.19E-06       T     230   6.113E-07
   360   3.600E-01   2.008E-06   5.431E-12   6.46E-02   8.19E-06       T     224   4.485E-07
   361   3.610E-01   2.017E-06   2.502E-12   6.46E-02   8.19E-06       T     229   3.330E-07
   362   3.620E-01   2.026E-06   5.722E-12   6.46E-02   8.19E-06       T     225   8.878E-07
   363   3.630E-01   2.036E-06   6.059E-12   6.46E-02   8.19E-06       T     227   8.402E-07
   364   3.640E-01   2.045E-06   4.207E-12   6.46E-02   8.19E-06       T     226   5.320E-07
   365   3.650E-01   2.055E-06   4.211E-12   6.46E-02   8.19E-06       T     223   4.957E-07
   366   3.660E-01   2.064E-06   2.377E-12   6.46E-02   8.19E-06       T     227   1.730E-07
   367   3.670E-01   2.074E-06   6.438E-12   6.46E-02   8.19E-06       T     226   8.484E-07
   368   3.680E-01   2.083E-06   7.559E-12   6.46E-02   8.19E-06       T     223   9.534E-07
   369   3.690E-01   2.093E-06   4.114E-12   6.46E-02   8.19E-06       T     228   6.295E-07
   370   3.700E-01   2.102E-06   1.102E-11   6.46E-02   8.19E-06       T     229   9.763E-07
   371   3.710E-01   2.112E-06   7.873E-12   6.46E-02   8.19E-06       T     228   8.188E-07
   372   3.720E-01   2.122E-06   4.910E-12   6.46E-02   8.19E-06       T     227   7.938E-07
   373   3.730E-01   2.131E-06   9.316E-12   6.46E-02   8.19E-06       T     229   9.644E-07
   374   3.740E-01   2.141E-06   3.305E-12   6.46E-02   8.19E-06       T     228   5.579E-07
   375   3.750E-01   2.151E-06   4.762E-12   6.46E-02   8.19E-06       T     226   7.486E-07
   376   3.760E-01   2.161E-06   2.221E-12   6.46E-02   8.19E-06       T     221   2.330E-07
   377   3.770E-01   2.171E-06   5.572E-12   6.46E-02   8.19E-06       T     227   9.652E-07
   378   3.780E-01   2.181E-06   3.258E-12   6.46E-02   8.19E-06       T     222   5.253E-07
   379   3.790E-01   2.191E-06   8.755E-12   6.46E-02   8.19E-06       T     229   9.968E-07
   380   3.800E-01   2.201E-06   5.612E-12   6.46E-02   8.19E-06       T     225   9.945E-07
   381   3.810E-01   2.211E-06   3.177E-12   6.46E-02   8.19E-06       T     224   2.481E-07
   382   3.820E-01   2.221E-06   8.590E-12   6.46E-02   8.19E-06       T     226   9.533E-07
   383   3.830E-01   2.231E-06   7.360E-12   6.46E-02   8.19E-06       T     226   9.617E-07
   384   3.840E-01   2.241E-06   4.811E-12   6.46E-02   8.19E-06       T     225   9.391E-07
   385   3.850E-01   2.251E-06   1.669E-12   6.46E-02   8.19E-06       T     227   1.911E-07
   386   3.860E-01   2.262E-06   9.391E-12   6.46E-02   8.19E-06       T     226   9.830E-07
   387   3.870E-01   2.272E-06   7.231E-12   6.47E-02   8.19E-06       T     228   9.222E-07
   388   3.880E-01   2.282E-06   3.582E-12   6.47E-02   8.19E-06       T     227   3.397E-07
   389   3.890E-01   2.293E-06   2.466E-12   6.47E-02   8.19E-06       T     233   2.985E-07
   390   3.900E-01   2.303E-06   8.493E-12   6.47E-02   8.19E-06       T     226   9.264E-07
   391   3.910E-01   2.314E-06   8.954E-12   6.47E-02   8.19E-06       T     230   8.785E-07
   392   3.920E-01   2.324E-06   7.768E-12   6.47E-02   8.19E-06       T     228   9.833E-07
   393   3.930E-01   2.335E-06   7.866E-12   6.47E-02   8.19E-06       T     228   9.168E-07
   394   3.940E-01   2.345E-06   5.827E-12   6.47E-02   8.19E-06       T     226   9.747E-07
   395   3.950E-01   2.356E-06   4.653E-12   6.47E-02   8.19E-06       T     226   7.829E-07
   396   3.960E-01   2.366E-06   7.481E-12   6.47E-02   8.19E-06       T     231   8.692E-07
   397   3.970E-01   2.377E-06   8.755E-12   6.47E-02   8.19E-06       T     229   8.686E-07
   398   3.980E-01   2.388E-06   6.263E-12   6.47E-02   8.19E-06       T     224   9.991E-07
   399   3.990E-01   2.399E-06   5.970E-12   6.47E-02   8.19E-06       T     227   9.985E-07
------------------------------------------------------------------------------------------------
   It        time        div*     div_corr    CFL_adv   CFL_diff   p_conv   p_iter     p_res
------------------------------------------------------------------------------------------------
   400   4.000E-01   2.410E-06   4.898E-12   6.47E-02   8.19E-06       T     225   8.088E-07
   401   4.010E-01   2.421E-06   2.756E-12   6.47E-02   8.19E-06       T     224   2.684E-07
   402   4.020E-01   2.431E-06   6.410E-12   6.47E-02   8.19E-06       T     228   9.727E-07
   403   4.030E-01   2.442E-06   5.456E-12   6.47E-02   8.19E-06       T     229   8.711E-07
   404   4.040E-01   2.453E-06   6.758E-12   6.47E-02   8.19E-06       T     227   9.489E-07
   405   4.050E-01   2.465E-06   6.948E-12   6.47E-02   8.19E-06       T     229   8.300E-07
   406   4.060E-01   2.476E-06   7.149E-12   6.47E-02   8.19E-06       T     226   9.786E-07
   407   4.070E-01   2.487E-06   4.340E-12   6.47E-02   8.19E-06       T     227   7.181E-07
   408   4.080E-01   2.498E-06   4.318E-12   6.47E-02   8.19E-06       T     227   7.340E-07
   409   4.090E-01   2.509E-06   5.121E-12   6.47E-02   8.19E-06       T     225   9.418E-07
   410   4.100E-01   2.521E-06   7.600E-12   6.47E-02   8.19E-06       T     228   9.862E-07
   411   4.110E-01   2.532E-06   5.837E-12   6.47E-02   8.19E-06       T     227   9.568E-07
   412   4.120E-01   2.543E-06   4.733E-12   6.47E-02   8.19E-06       T     223   8.779E-07
   413   4.130E-01   2.555E-06   3.634E-12   6.47E-02   8.19E-06       T     224   3.177E-07
   414   4.140E-01   2.566E-06   8.771E-12   6.47E-02   8.19E-06       T     230   9.104E-07
   415   4.150E-01   2.578E-06   6.693E-12   6.47E-02   8.19E-06       T     226   9.553E-07
   416   4.160E-01   2.589E-06   4.598E-12   6.47E-02   8.19E-06       T     213   7.736E-07
   417   4.170E-01   2.601E-06   5.330E-12   6.47E-02   8.19E-06       T     223   8.506E-07
   418   4.180E-01   2.613E-06   6.608E-12   6.47E-02   8.19E-06       T     219   5.416E-07
   419   4.190E-01   2.624E-06   8.524E-12   6.47E-02   8.19E-06       T     227   8.588E-07
   420   4.200E-01   2.636E-06   5.655E-12   6.48E-02   8.19E-06       T     226   8.214E-07
   421   4.210E-01   2.648E-06   7.814E-12   6.48E-02   8.19E-06       T     224   9.841E-07
   422   4.220E-01   2.660E-06   4.862E-12   6.48E-02   8.19E-06       T     226   8.404E-07
   423   4.230E-01   2.672E-06   4.918E-12   6.48E-02   8.19E-06       T     228   8.625E-07
   424   4.240E-01   2.684E-06   9.978E-12   6.48E-02   8.19E-06       T     228   9.287E-07
   425   4.250E-01   2.696E-06   7.493E-12   6.48E-02   8.19E-06       T     228   8.411E-07
   426   4.260E-01   2.708E-06   1.004E-11   6.48E-02   8.19E-06       T     226   9.515E-07
   427   4.270E-01   2.720E-06   7.524E-12   6.48E-02   8.19E-06       T     227   9.161E-07
   428   4.280E-01   2.732E-06   5.873E-12   6.48E-02   8.19E-06       T     228   6.798E-07
   429   4.290E-01   2.744E-06   4.319E-12   6.48E-02   8.19E-06       T     225   8.484E-07
   430   4.300E-01   2.757E-06   8.141E-12   6.48E-02   8.19E-06       T     226   9.951E-07
   431   4.310E-01   2.769E-06   2.909E-12   6.48E-02   8.19E-06       T     225   5.736E-07
   432   4.320E-01   2.781E-06   4.254E-12   6.48E-02   8.19E-06       T     227   5.810E-07
   433   4.330E-01   2.794E-06   9.688E-12   6.48E-02   8.19E-06       T     229   9.744E-07
   434   4.340E-01   2.806E-06   2.447E-12   6.48E-02   8.19E-06       T     226   2.433E-07
   435   4.350E-01   2.819E-06   5.685E-12   6.48E-02   8.19E-06       T     224   9.876E-07
   436   4.360E-01   2.831E-06   6.468E-12   6.48E-02   8.19E-06       T     224   9.630E-07
   437   4.370E-01   2.844E-06   5.952E-12   6.48E-02   8.19E-06       T     230   9.315E-07
   438   4.380E-01   2.857E-06   4.168E-12   6.48E-02   8.19E-06       T     225   9.128E-07
   439   4.390E-01   2.869E-06   3.802E-12   6.48E-02   8.19E-06       T     223   6.482E-07
   440   4.400E-01   2.882E-06   5.172E-13   6.48E-02   8.19E-06       T     230   5.295E-08
   441   4.410E-01   2.895E-06   4.768E-12   6.48E-02   8.19E-06       T     228   8.656E-07
   442   4.420E-01   2.908E-06   5.896E-12   6.48E-02   8.19E-06       T     226   9.233E-07
   443   4.430E-01   2.921E-06   7.485E-12   6.48E-02   8.19E-06       T     228   9.353E-07
   444   4.440E-01   2.934E-06   1.131E-11   6.48E-02   8.19E-06       T     226   9.390E-07
   445   4.450E-01   2.947E-06   5.173E-12   6.48E-02   8.19E-06       T     228   8.841E-07
   446   4.460E-01   2.960E-06   7.564E-12   6.48E-02   8.19E-06       T     227   5.375E-07
   447   4.470E-01   2.973E-06   7.471E-12   6.48E-02   8.19E-06       T     227   9.990E-07
   448   4.480E-01   2.986E-06   9.373E-12   6.48E-02   8.19E-06       T     232   9.859E-07
   449   4.490E-01   3.000E-06   9.237E-12   6.49E-02   8.19E-06       T     228   7.032E-07
------------------------------------------------------------------------------------------------
   It        time        div*     div_corr    CFL_adv   CFL_diff   p_conv   p_iter     p_res
------------------------------------------------------------------------------------------------
   450   4.500E-01   3.013E-06   7.152E-12   6.49E-02   8.19E-06       T     229   8.613E-07
   451   4.510E-01   3.026E-06   6.132E-12   6.49E-02   8.19E-06       T     231   8.887E-07
   452   4.520E-01   3.040E-06   6.672E-12   6.49E-02   8.19E-06       T     227   7.450E-07
   453   4.530E-01   3.053E-06   7.266E-12   6.49E-02   8.19E-06       T     228   8.259E-07
   454   4.540E-01   3.067E-06   7.702E-12   6.49E-02   8.19E-06       T     222   8.296E-07
   455   4.550E-01   3.080E-06   5.905E-12   6.49E-02   8.19E-06       T     227   9.084E-07
